season,week,celebrity,judge_score,FanVote%,method
8,5,Shawn Johnson,26.0,11.102049850659444,Percent
8,5,Steve-O,18.0,12.081614584395364,Percent
8,5,Ty Murray,21.0,11.102049850659428,Percent
8,6,Chuck Wicks,23.0,12.5,Percent
8,6,Gilles Marini,26.0,12.5,Percent
8,6,Lawrence Taylor,22.0,12.5,Percent
8,6,Lil' Kim,28.0,12.5,Percent
8,6,Melissa Rycroft,27.0,12.5,Percent
8,6,Shawn Johnson,26.0,12.5,Percent
8,6,Steve-O,16.0,12.5,Percent
8,6,Ty Murray,18.0,12.5,Percent
8,7,Chuck Wicks,27.0,14.285714285714285,Percent
8,7,Gilles Marini,27.0,14.285714285714285,Percent
8,7,Lawrence Taylor,21.0,14.285714285714285,Percent
8,7,Lil' Kim,26.0,14.285714285714285,Percent
8,7,Melissa Rycroft,29.0,14.285714285714285,Percent
8,7,Shawn Johnson,28.0,14.285714285714285,Percent
8,7,Ty Murray,24.0,14.285714285714285,Percent
8,8,Chuck Wicks,25.5,15.878223114222914,Percent
8,8,Gilles Marini,27.5,16.66026157838395,Percent
8,8,Lil' Kim,28.0,16.66025263481106,Percent
8,8,Melissa Rycroft,23.0,17.480787216787018,Percent
8,8,Shawn Johnson,26.0,16.66023772789755,Percent
8,8,Ty Murray,26.0,16.660237727897503,Percent
8,9,Gilles Marini,28.0,19.98737744040619,Percent
8,9,Lil' Kim,26.0,18.895332370091257,Percent
8,9,Melissa Rycroft,28.5,19.987377440406146,Percent
8,9,Shawn Johnson,28.0,19.98738936776921,Percent
8,9,Ty Murray,23.0,21.142523381327212,Percent
8,10,Gilles Marini,30.0,25.0,Percent
8,10,Melissa Rycroft,27.5,25.0,Percent
8,10,Shawn Johnson,28.0,25.0,Percent
8,10,Ty Murray,24.0,25.0,Percent
8,11,Gilles Marini,29.0,33.33333333333333,Percent
8,11,Melissa Rycroft,28.5,33.33333333333333,Percent
8,11,Shawn Johnson,30.0,33.33333333333333,Percent
9,1,Aaron Carter,31.9999,6.25,Percent
9,1,Ashley Hamiliton,18.9999,6.25,Percent
9,1,Chuck Liddell,22.0,6.25,Percent
9,1,Debi Mazar,22.0,6.25,Percent
9,1,Donny Osmond,29.9999,6.25,Percent
9,1,Joanna Krupa,33.9999,6.25,Percent
9,1,Kathy Ireland,19.9999,6.25,Percent
9,1,Kelly Osbourne,30.9998,6.25,Percent
9,1,Louie Vito,26.9998,6.25,Percent
9,1,Macy Gray,18.9999,6.25,Percent
9,1,Mark Dacascos,28.9998,6.25,Percent
9,1,Melissa Joan Hart,24.0,6.25,Percent
9,1,Michael Irvin,19.0,6.25,Percent
9,1,Mya,30.9999,6.25,Percent
9,1,Natalie Coughlin,26.9998,6.25,Percent
9,1,Tom DeLay,19.9999,6.25,Percent
9,2,Aaron Carter,27.0,7.142857142857142,Percent
9,2,Chuck Liddell,19.0,7.142857142857142,Percent
9,2,Debi Mazar,21.0,7.142857142857142,Percent
9,2,Donny Osmond,25.0,7.142857142857142,Percent
9,2,Joanna Krupa,20.0,7.142857142857142,Percent
9,2,Kathy Ireland,18.0,7.142857142857142,Percent
9,2,Kelly Osbourne,19.0,7.142857142857142,Percent
9,2,Louie Vito,19.0,7.142857142857142,Percent
9,2,Mark Dacascos,21.0,7.142857142857142,Percent
9,2,Melissa Joan Hart,19.0,7.142857142857142,Percent
9,2,Michael Irvin,20.0,7.142857142857142,Percent
9,2,Mya,27.0,7.142857142857142,Percent
9,2,Natalie Coughlin,21.0,7.142857142857142,Percent
9,2,Tom DeLay,18.0,7.142857142857142,Percent
9,3,Aaron Carter,21.0,7.688743773383311,Percent
9,3,Chuck Liddell,17.0,7.688745145842877,Percent
9,3,Debi Mazar,17.0,7.058189764268722,Percent
9,3,Donny Osmond,21.0,7.688743773382874,Percent
9,3,Joanna Krupa,23.0,7.688745145842881,Percent
9,3,Kelly Osbourne,20.0,7.68874514584276,Percent
9,3,Louie Vito,20.0,7.68874514584262,Percent
9,3,Mark Dacascos,18.0,7.688745145843076,Percent
9,3,Melissa Joan Hart,19.0,7.688743773383111,Percent
9,3,Michael Irvin,14.0,8.22098046194314,Percent
9,3,Mya,27.0,7.688745145843123,Percent
9,3,Natalie Coughlin,26.0,7.688744015863181,Percent
9,3,Tom DeLay,15.0,7.833383562718334,Percent
9,4,Aaron Carter,18.0,9.090340954715359,Percent
9,4,Chuck Liddell,17.0,8.816945603233084,Percent
9,4,Donny Osmond,24.0,9.090340954715119,Percent
9,4,Joanna Krupa,26.0,9.090340954714925,Percent
9,4,Kelly Osbourne,23.0,9.090340954714925,Percent
9,4,Louie Vito,16.0,9.230168743728951,Percent
9,4,Mark Dacascos,22.0,9.090340954714907,Percent
9,4,Melissa Joan Hart,28.0,9.090340954714987,Percent
9,4,Michael Irvin,16.0,9.230168743728951,Percent
9,4,Mya,28.0,9.09033559050939,Percent
9,4,Natalie Coughlin,24.0,9.090335590509396,Percent
9,5,Aaron Carter,24.0,9.999576810573082,Percent
9,5,Donny Osmond,29.0,9.99957681057298,Percent
9,5,Joanna Krupa,24.0,9.999576810573018,Percent
9,5,Kelly Osbourne,24.0,9.999576810572854,Percent
9,5,Louie Vito,22.0,9.999576810573005,Percent
9,5,Mark Dacascos,26.0,9.999576810572886,Percent
9,5,Melissa Joan Hart,23.0,9.999576810572856,Percent
9,5,Michael Irvin,21.0,10.208304327956006,Percent
9,5,Mya,27.0,9.999576810573178,Percent
9,5,Natalie Coughlin,22.0,9.795081187460138,Percent
9,6,Aaron Carter,32.9998,11.109135151980496,Percent
9,6,Donny Osmond,30.9999,11.10913515198055,Percent
9,6,Joanna Krupa,35.9999,11.10913515198052,Percent
9,6,Kelly Osbourne,24.9998,11.109135151980492,Percent
9,6,Louie Vito,24.0,10.858622297781366,Percent
9,6,Mark Dacascos,32.0,11.109135151980421,Percent
9,6,Melissa Joan Hart,23.9999,10.858660759452963,Percent
9,6,Michael Irvin,21.9998,11.627932653086443,Percent
9,6,Mya,33.0,11.109108529776746,Percent
9,7,Aaron Carter,26.5,14.285714285714285,Percent
9,7,Donny Osmond,26.0,14.285714285714285,Percent
9,7,Joanna Krupa,27.5,14.285714285714285,Percent
9,7,Kelly Osbourne,26.0,14.285714285714285,Percent
9,7,Mark Dacascos,21.5,14.285714285714285,Percent
9,7,Michael Irvin,23.5,14.285714285714285,Percent
9,7,Mya,24.5,14.285714285714285,Percent
9,8,Aaron Carter,25.0,20.0,Percent
9,8,Donny Osmond,25.0,20.0,Percent
9,8,Joanna Krupa,26.0,20.0,Percent
9,8,Kelly Osbourne,25.5,20.0,Percent
9,8,Mya,29.5,20.0,Percent
9,9,Donny Osmond,24.666600000000003,26.10574256830406,Percent
9,9,Joanna Krupa,27.0,23.91817254853212,Percent
9,9,Kelly Osbourne,25.9998,24.988037969686875,Percent
9,9,Mya,28.9999,24.988046913476946,Percent
9,10,Donny Osmond,28.9998,33.33333333333333,Percent
9,10,Kelly Osbourne,25.2222,33.33333333333333,Percent
9,10,Mya,28.3332,33.33333333333333,Percent
10,1,Aiden Turner,15.0,9.090909090909092,Percent
10,1,Buzz Aldrin,14.0,9.090909090909092,Percent
10,1,Chad Ochocinco,18.0,9.090909090909092,Percent
10,1,Erin Andrews,21.0,9.090909090909092,Percent
10,1,Evan Lysacek,23.0,9.090909090909092,Percent
10,1,Jake Pavelka,20.0,9.090909090909092,Percent
10,1,Kate Gosselin,16.0,9.090909090909092,Percent
10,1,Nicole Scherzinger,25.0,9.090909090909092,Percent
10,1,Niecy Nash,18.0,9.090909090909092,Percent
10,1,Pamela Anderson,21.0,9.090909090909092,Percent
10,1,Shannen Doherty,18.0,9.090909090909092,Percent
10,2,Aiden Turner,19.0,9.055945464697094,Percent
10,2,Buzz Aldrin,12.0,10.850807594304085,Percent
10,2,Chad Ochocinco,16.0,9.055945464696547,Percent
10,2,Erin Andrews,23.0,9.055949439951206,Percent
10,2,Evan Lysacek,24.0,9.055949439951062,Percent
10,2,Jake Pavelka,20.0,9.055949439951334,Percent
10,2,Kate Gosselin,15.0,9.48717123066772,Percent
10,2,Nicole Scherzinger,28.0,9.055949439951021,Percent
10,2,Niecy Nash,21.0,9.055944914968006,Percent
10,2,Pamela Anderson,22.0,9.05594361292148,Percent
10,2,Shannen Doherty,20.0,7.214443957940446,Percent
10,3,Aiden Turner,20.0,10.0,Percent
10,3,Buzz Aldrin,13.0,10.0,Percent
10,3,Chad Ochocinco,20.0,10.0,Percent
10,3,Erin Andrews,23.0,10.0,Percent
10,3,Evan Lysacek,26.0,10.0,Percent
10,3,Jake Pavelka,21.0,10.0,Percent
10,3,Kate Gosselin,15.0,10.0,Percent
10,3,Nicole Scherzinger,23.0,10.0,Percent
10,3,Niecy Nash,21.0,10.0,Percent
10,3,Pamela Anderson,21.0,10.0,Percent
10,4,Aiden Turner,16.5,10.976976514782729,Percent
10,4,Chad Ochocinco,22.0,11.110929313065517,Percent
10,4,Erin Andrews,19.5,11.110929313065505,Percent
10,4,Evan Lysacek,26.0,11.110929313065546,Percent
10,4,Jake Pavelka,19.0,11.110929313065638,Percent
10,4,Kate Gosselin,16.0,11.24651829375847,Percent
10,4,Nicole Scherzinger,25.0,11.110929313065544,Percent
10,4,Niecy Nash,18.0,11.110929313065494,Percent
10,4,Pamela Anderson,23.5,11.110929313065553,Percent
10,5,Chad Ochocinco,18.0,12.5,Percent
10,5,Erin Andrews,22.0,12.5,Percent
10,5,Evan Lysacek,27.0,12.5,Percent
10,5,Jake Pavelka,23.0,12.5,Percent
10,5,Kate Gosselin,15.0,12.5,Percent
10,5,Nicole Scherzinger,29.0,12.5,Percent
10,5,Niecy Nash,18.0,12.5,Percent
10,5,Pamela Anderson,21.0,12.5,Percent
10,6,Chad Ochocinco,30.9999,14.285714285714285,Percent
10,6,Erin Andrews,34.0,14.285714285714285,Percent
10,6,Evan Lysacek,27.0,14.285714285714285,Percent
10,6,Jake Pavelka,24.9999,14.285714285714285,Percent
10,6,Nicole Scherzinger,35.9999,14.285714285714285,Percent
10,6,Niecy Nash,25.9998,14.285714285714285,Percent
10,6,Pamela Anderson,29.9998,14.285714285714285,Percent
10,7,Chad Ochocinco,26.0,16.665639923618237,Percent
10,7,Erin Andrews,25.5,16.665639923618205,Percent
10,7,Evan Lysacek,27.0,16.66563992361819,Percent
10,7,Nicole Scherzinger,27.0,16.665625021531916,Percent
10,7,Niecy Nash,24.5,16.990271012166854,Percent
10,7,Pamela Anderson,25.5,16.347184195446598,Percent
10,8,Chad Ochocinco,22.5,20.0,Percent
10,8,Erin Andrews,26.5,20.0,Percent
10,8,Evan Lysacek,26.5,20.0,Percent
10,8,Nicole Scherzinger,29.5,20.0,Percent
10,8,Niecy Nash,21.5,20.0,Percent
10,9,Chad Ochocinco,26.0,25.0,Percent
10,9,Erin Andrews,28.0,25.0,Percent
10,9,Evan Lysacek,29.5,25.0,Percent
10,9,Nicole Scherzinger,29.5,25.0,Percent
10,10,Erin Andrews,26.9998,33.33333333333333,Percent
10,10,Evan Lysacek,26.8887,33.33333333333333,Percent
10,10,Nicole Scherzinger,28.7777,33.33333333333333,Percent
11,1,Audrina Patridge,19.0,8.333333333333332,Percent
11,1,Brandy,23.0,8.333333333333332,Percent
11,1,Bristol Palin,18.0,8.333333333333332,Percent
11,1,David Hasselhoff,15.0,8.333333333333332,Percent
11,1,Florence Henderson,18.0,8.333333333333332,Percent
11,1,Jennifer Grey,24.0,8.333333333333332,Percent
11,1,Kurt Warner,19.0,8.333333333333332,Percent
11,1,Kyle Massey,23.0,8.333333333333332,Percent
11,1,Margaret Cho,15.0,8.333333333333332,Percent
11,1,Michael Bolton,16.0,8.333333333333332,Percent
11,1,Rick Fox,22.0,8.333333333333332,Percent
11,1,The Situation,15.0,8.333333333333332,Percent
11,2,Audrina Patridge,23.0,9.090909090909092,Percent
11,2,Brandy,21.0,9.090909090909092,Percent
11,2,Bristol Palin,22.0,9.090909090909092,Percent
11,2,Florence Henderson,19.0,9.090909090909092,Percent
11,2,Jennifer Grey,24.0,9.090909090909092,Percent
11,2,Kurt Warner,21.0,9.090909090909092,Percent
11,2,Kyle Massey,22.0,9.090909090909092,Percent
11,2,Margaret Cho,18.0,9.090909090909092,Percent
11,2,Michael Bolton,12.0,9.090909090909092,Percent
11,2,Rick Fox,21.0,9.090909090909092,Percent
11,2,The Situation,18.0,9.090909090909092,Percent
11,3,Audrina Patridge,26.0,10.0,Percent
11,3,Brandy,24.0,10.0,Percent
11,3,Bristol Palin,19.0,10.0,Percent
11,3,Florence Henderson,20.0,10.0,Percent
11,3,Jennifer Grey,24.0,10.0,Percent
11,3,Kurt Warner,23.0,10.0,Percent
11,3,Kyle Massey,23.0,10.0,Percent
11,3,Margaret Cho,18.0,10.0,Percent
11,3,Rick Fox,24.0,10.0,Percent
11,3,The Situation,20.0,10.0,Percent
11,4,Audrina Patridge,23.0,11.11111111111111,Percent
11,4,Brandy,24.0,11.11111111111111,Percent
11,4,Bristol Palin,16.0,11.11111111111111,Percent
11,4,Florence Henderson,17.5,11.11111111111111,Percent
11,4,Jennifer Grey,28.0,11.11111111111111,Percent
11,4,Kurt Warner,17.0,11.11111111111111,Percent
11,4,Kyle Massey,20.0,11.11111111111111,Percent
11,4,Rick Fox,19.5,11.11111111111111,Percent
11,4,The Situation,14.0,11.11111111111111,Percent
11,5,Audrina Patridge,23.0,12.493206795833574,Percent
11,5,Brandy,27.0,12.493206795833713,Percent
11,5,Bristol Palin,18.0,13.34455543667477,Percent
11,5,Florence Henderson,21.0,11.696203788323125,Percent
11,5,Jennifer Grey,25.0,12.493206795833672,Percent
11,5,Kurt Warner,24.0,12.49320679583376,Percent
11,5,Kyle Massey,20.0,12.493206795833716,Percent
11,5,Rick Fox,24.0,12.493206795833672,Percent
11,6,Audrina Patridge,31.9998,12.015686535124253,Percent
11,6,Brandy,35.9999,14.227548163644311,Percent
11,6,Bristol Palin,27.9998,14.227548163644347,Percent
11,6,Jennifer Grey,29.0,14.227548163644316,Percent
11,6,Kurt Warner,21.9999,16.846572436670783,Percent
11,6,Kyle Massey,29.9999,14.227548163644244,Percent
11,6,Rick Fox,30.0,14.227548373627746,Percent
11,7,Brandy,36.5,16.664374579315794,Percent
11,7,Bristol Palin,32.5,17.14858002877719,Percent
11,7,Jennifer Grey,36.5,16.664374579315787,Percent
11,7,Kurt Warner,35.0,16.664359675900155,Percent
11,7,Kyle Massey,33.5,16.668963721822756,Percent
11,7,Rick Fox,34.5,16.18934741486832,Percent
11,8,Brandy,28.5,19.999640579031354,Percent
11,8,Bristol Palin,23.5,20.18921241616906,Percent
11,8,Jennifer Grey,28.5,19.999640579031297,Percent
11,8,Kurt Warner,24.0,19.81185392560302,Percent
11,8,Kyle Massey,28.0,19.999652500165276,Percent
11,9,Brandy,28.5,24.130496554343715,Percent
11,9,Bristol Palin,26.5,25.884882519255996,Percent
11,9,Jennifer Grey,30.0,24.992305991857272,Percent
11,9,Kyle Massey,29.0,24.992314934543028,Percent
11,10,Bristol Palin,25.666600000000003,33.33333333333333,Percent
11,10,Jennifer Grey,30.0,33.33333333333333,Percent
11,10,Kyle Massey,27.3332,33.33333333333333,Percent
12,1,Chelsea Kane,21.0,9.090909090909092,Percent
12,1,Chris Jericho,19.0,9.090909090909092,Percent
12,1,Hines Ward,21.0,9.090909090909092,Percent
12,1,Kendra Wilkinson,18.0,9.090909090909092,Percent
12,1,Kirstie Alley,23.0,9.090909090909092,Percent
12,1,Mike Catherwood,13.0,9.090909090909092,Percent
12,1,Petra Nemcova,18.0,9.090909090909092,Percent
12,1,Ralph Macchio,24.0,9.090909090909092,Percent
12,1,Romeo,19.0,9.090909090909092,Percent
12,1,Sugar Ray Leonard,17.0,9.090909090909092,Percent
12,1,Wendy Williams,14.0,9.090909090909092,Percent
12,2,Chelsea Kane,18.0,9.090909090909092,Percent
12,2,Chris Jericho,23.0,9.090909090909092,Percent
12,2,Hines Ward,23.0,9.090909090909092,Percent
12,2,Kendra Wilkinson,19.0,9.090909090909092,Percent
12,2,Kirstie Alley,20.0,9.090909090909092,Percent
12,2,Mike Catherwood,17.0,9.090909090909092,Percent
12,2,Petra Nemcova,18.0,9.090909090909092,Percent
12,2,Ralph Macchio,21.0,9.090909090909092,Percent
12,2,Romeo,23.0,9.090909090909092,Percent
12,2,Sugar Ray Leonard,17.0,9.090909090909092,Percent
12,2,Wendy Williams,17.0,9.090909090909092,Percent
12,3,Chelsea Kane,23.0,10.0,Percent
12,3,Chris Jericho,21.0,10.0,Percent
12,3,Hines Ward,25.0,10.0,Percent
12,3,Kendra Wilkinson,23.0,10.0,Percent
12,3,Kirstie Alley,21.0,10.0,Percent
12,3,Petra Nemcova,25.0,10.0,Percent
12,3,Ralph Macchio,21.0,10.0,Percent
12,3,Romeo,20.0,10.0,Percent
12,3,Sugar Ray Leonard,20.0,10.0,Percent
12,3,Wendy Williams,15.0,10.0,Percent
12,4,Chelsea Kane,26.0,11.10582087776324,Percent
12,4,Chris Jericho,23.0,11.105820877763195,Percent
12,4,Hines Ward,25.0,11.105820877763229,Percent
12,4,Kendra Wilkinson,18.0,11.85779568705398,Percent
12,4,Kirstie Alley,22.0,11.105820877763252,Percent
12,4,Petra Nemcova,23.0,11.105794038924364,Percent
12,4,Ralph Macchio,25.0,11.10582087776324,Percent
12,4,Romeo,23.0,11.10582087776317,Percent
12,4,Sugar Ray Leonard,21.0,10.401485007442329,Percent
12,5,Chelsea Kane,26.0,12.5,Percent
12,5,Chris Jericho,26.0,12.5,Percent
12,5,Hines Ward,27.0,12.5,Percent
12,5,Kendra Wilkinson,22.0,12.5,Percent
12,5,Kirstie Alley,23.0,12.5,Percent
12,5,Petra Nemcova,22.0,12.5,Percent
12,5,Ralph Macchio,22.0,12.5,Percent
12,5,Romeo,26.0,12.5,Percent
12,6,Chelsea Kane,28.0,14.285714285714285,Percent
12,6,Chris Jericho,22.0,14.285714285714285,Percent
12,6,Hines Ward,27.0,14.285714285714285,Percent
12,6,Kendra Wilkinson,25.0,14.285714285714285,Percent
12,6,Kirstie Alley,26.0,14.285714285714285,Percent
12,6,Ralph Macchio,24.0,14.285714285714285,Percent
12,6,Romeo,28.0,14.285714285714285,Percent
12,7,Chelsea Kane,32.0,16.666444246098607,Percent
12,7,Hines Ward,33.0,16.666444246098518,Percent
12,7,Kendra Wilkinson,30.5,16.4900623908707,Percent
12,7,Kirstie Alley,30.0,16.75531438026062,Percent
12,7,Ralph Macchio,33.0,16.66642035641093,Percent
12,7,Romeo,30.0,16.75531438026062,Percent
12,8,Chelsea Kane,27.5,19.98668988280312,Percent
12,8,Hines Ward,27.0,19.986689882803134,Percent
12,8,Kirstie Alley,26.5,19.986689882803095,Percent
12,8,Ralph Macchio,23.0,21.173811329641484,Percent
12,8,Romeo,26.0,18.866119021949178,Percent
12,9,Chelsea Kane,36.5,25.0,Percent
12,9,Hines Ward,30.0,25.0,Percent
12,9,Kirstie Alley,27.0,25.0,Percent
12,9,Ralph Macchio,24.0,25.0,Percent
12,10,Chelsea Kane,29.666600000000003,33.33333333333333,Percent
12,10,Hines Ward,29.666600000000003,33.33333333333333,Percent
12,10,Kirstie Alley,27.9999,33.33333333333333,Percent
13,1,Carson Kressley,17.0,8.333333333333332,Percent
13,1,Chaz Bono,17.0,8.333333333333332,Percent
13,1,Chynna Phillips,22.0,8.333333333333332,Percent
13,1,David Arquette,18.0,8.333333333333332,Percent
13,1,Elisabetta Canalis,15.0,8.333333333333332,Percent
13,1,Hope Solo,21.0,8.333333333333332,Percent
13,1,J.R. Martinez,22.0,8.333333333333332,Percent
13,1,Kristin Cavallari,19.0,8.333333333333332,Percent
13,1,Metta World Peace (Ron),14.0,8.333333333333332,Percent
13,1,Nancy Grace,16.0,8.333333333333332,Percent
13,1,Ricki Lake,20.0,8.333333333333332,Percent
13,1,Rob Kardashian,16.0,8.333333333333332,Percent
13,2,Carson Kressley,18.0,9.331608248261388,Percent
13,2,Chaz Bono,17.0,9.780038741534927,Percent
13,2,Chynna Phillips,21.0,9.081492056153792,Percent
13,2,David Arquette,18.0,9.331608248261386,Percent
13,2,Elisabetta Canalis,21.0,7.9863167684407586,Percent
13,2,Hope Solo,19.0,9.081492056153637,Percent
13,2,J.R. Martinez,22.0,9.081492056153321,Percent
13,2,Kristin Cavallari,22.0,9.081492056153445,Percent
13,2,Nancy Grace,21.0,9.081486688965784,Percent
13,2,Ricki Lake,23.0,9.081486688965754,Percent
13,2,Rob Kardashian,21.0,9.08148639095581,Percent
13,3,Carson Kressley,23.0,9.983978286735281,Percent
13,3,Chaz Bono,18.0,11.303206782428258,Percent
13,3,Chynna Phillips,26.0,9.98397828673519,Percent
13,3,David Arquette,24.0,9.983978286735042,Percent
13,3,Hope Solo,24.0,9.983978286735029,Percent
13,3,J.R. Martinez,26.0,9.983978286734953,Percent
13,3,Kristin Cavallari,24.0,8.771561212808004,Percent
13,3,Nancy Grace,21.0,10.03738399761813,Percent
13,3,Ricki Lake,27.0,9.983978286735082,Percent
13,3,Rob Kardashian,24.0,9.98397828673503,Percent
13,4,Carson Kressley,20.0,11.35233798034281,Percent
13,4,Chaz Bono,21.0,11.110541848405202,Percent
13,4,Chynna Phillips,21.0,10.87386908082128,Percent
13,4,David Arquette,23.0,11.11054184840506,Percent
13,4,Hope Solo,24.0,11.110541848405179,Percent
13,4,J.R. Martinez,26.0,11.110541848405127,Percent
13,4,Nancy Grace,21.0,11.11054184840512,Percent
13,4,Ricki Lake,29.0,11.110541848405111,Percent
13,4,Rob Kardashian,24.0,11.110541848405108,Percent
13,5,Carson Kressley,19.0,12.5,Percent
13,5,Chaz Bono,21.0,12.5,Percent
13,5,David Arquette,25.0,12.5,Percent
13,5,Hope Solo,24.0,12.5,Percent
13,5,J.R. Martinez,28.0,12.5,Percent
13,5,Nancy Grace,22.0,12.5,Percent
13,5,Ricki Lake,24.0,12.5,Percent
13,5,Rob Kardashian,25.0,12.5,Percent
13,6,Chaz Bono,19.0,14.285714285714285,Percent
13,6,David Arquette,23.0,14.285714285714285,Percent
13,6,Hope Solo,20.0,14.285714285714285,Percent
13,6,J.R. Martinez,29.0,14.285714285714285,Percent
13,6,Nancy Grace,24.0,14.285714285714285,Percent
13,6,Ricki Lake,29.0,14.285714285714285,Percent
13,6,Rob Kardashian,22.0,14.285714285714285,Percent
13,7,David Arquette,23.5,16.159965682648807,Percent
13,7,Hope Solo,25.0,16.664054149654923,Percent
13,7,J.R. Martinez,24.0,16.664054149654934,Percent
13,7,Nancy Grace,22.0,17.18385646763174,Percent
13,7,Ricki Lake,26.5,16.664030304268334,Percent
13,7,Rob Kardashian,25.5,16.664039246141265,Percent
13,8,Hope Solo,26.0,20.0,Percent
13,8,J.R. Martinez,30.0,20.0,Percent
13,8,Nancy Grace,22.0,20.0,Percent
13,8,Ricki Lake,26.0,20.0,Percent
13,8,Rob Kardashian,25.5,20.0,Percent
13,9,Hope Solo,24.4998,25.0,Percent
13,9,J.R. Martinez,28.0,25.0,Percent
13,9,Ricki Lake,33.4999,25.0,Percent
13,9,Rob Kardashian,32.4998,25.0,Percent
13,10,J.R. Martinez,28.1665,33.33333333333333,Percent
13,10,Ricki Lake,27.9999,33.33333333333333,Percent
13,10,Rob Kardashian,28.3332,33.33333333333333,Percent
14,1,Donald Driver,21.0,8.333333333333332,Percent
14,1,Gavin DeGraw,20.0,8.333333333333332,Percent
14,1,Gladys Knight,23.0,8.333333333333332,Percent
14,1,Jack Wagner,23.0,8.333333333333332,Percent
14,1,Jaleel White,26.0,8.333333333333332,Percent
14,1,Katherine Jenkins,26.0,8.333333333333332,Percent
14,1,Maria Menounos,21.0,8.333333333333332,Percent
14,1,Martina Navratilova,20.0,8.333333333333332,Percent
14,1,Melissa Gilbert,20.0,8.333333333333332,Percent
14,1,Roshon Fegan,23.0,8.333333333333332,Percent
14,1,Sherri Sheperd,23.0,8.333333333333332,Percent
14,1,William Levy,24.0,8.333333333333332,Percent
14,2,Donald Driver,24.0,8.333333333333332,Percent
14,2,Gavin DeGraw,21.0,8.333333333333332,Percent
14,2,Gladys Knight,19.0,8.333333333333332,Percent
14,2,Jack Wagner,21.0,8.333333333333332,Percent
14,2,Jaleel White,22.0,8.333333333333332,Percent
14,2,Katherine Jenkins,26.0,8.333333333333332,Percent
14,2,Maria Menounos,25.0,8.333333333333332,Percent
14,2,Martina Navratilova,17.0,8.333333333333332,Percent
14,2,Melissa Gilbert,20.0,8.333333333333332,Percent
14,2,Roshon Fegan,26.0,8.333333333333332,Percent
14,2,Sherri Sheperd,23.0,8.333333333333332,Percent
14,2,William Levy,25.0,8.333333333333332,Percent
14,3,Donald Driver,26.0,9.090909090909092,Percent
14,3,Gavin DeGraw,24.0,9.090909090909092,Percent
14,3,Gladys Knight,24.0,9.090909090909092,Percent
14,3,Jack Wagner,24.0,9.090909090909092,Percent
14,3,Jaleel White,25.0,9.090909090909092,Percent
14,3,Katherine Jenkins,29.0,9.090909090909092,Percent
14,3,Maria Menounos,27.0,9.090909090909092,Percent
14,3,Melissa Gilbert,24.0,9.090909090909092,Percent
14,3,Roshon Fegan,25.0,9.090909090909092,Percent
14,3,Sherri Sheperd,24.0,9.090909090909092,Percent
14,3,William Levy,28.0,9.090909090909092,Percent
14,4,Donald Driver,27.0,9.999535088065924,Percent
14,4,Gavin DeGraw,23.0,9.999535088065867,Percent
14,4,Gladys Knight,20.0,10.216437021391258,Percent
14,4,Jaleel White,22.0,9.999535088065748,Percent
14,4,Katherine Jenkins,24.0,9.999535088065763,Percent
14,4,Maria Menounos,26.0,9.999535088065715,Percent
14,4,Melissa Gilbert,22.0,9.999535088065908,Percent
14,4,Roshon Fegan,26.0,9.999535088065869,Percent
14,4,Sherri Sheperd,21.0,9.787252472035034,Percent
14,4,William Levy,22.0,9.999564890112921,Percent
14,5,Donald Driver,27.0,11.11111111111111,Percent
14,5,Gavin DeGraw,19.0,11.11111111111111,Percent
14,5,Gladys Knight,22.0,11.11111111111111,Percent
14,5,Jaleel White,24.0,11.11111111111111,Percent
14,5,Katherine Jenkins,29.0,11.11111111111111,Percent
14,5,Maria Menounos,27.0,11.11111111111111,Percent
14,5,Melissa Gilbert,21.0,11.11111111111111,Percent
14,5,Roshon Fegan,26.0,11.11111111111111,Percent
14,5,William Levy,29.0,11.11111111111111,Percent
14,6,Donald Driver,33.9999,12.5,Percent
14,6,Gladys Knight,24.0,12.5,Percent
14,6,Jaleel White,36.9998,12.5,Percent
14,6,Katherine Jenkins,38.9999,12.5,Percent
14,6,Maria Menounos,29.9999,12.5,Percent
14,6,Melissa Gilbert,30.0,12.5,Percent
14,6,Roshon Fegan,27.9998,12.5,Percent
14,6,William Levy,36.0,12.5,Percent
14,7,Donald Driver,26.5,14.282745364224237,Percent
14,7,Jaleel White,25.5,13.748177461373789,Percent
14,7,Katherine Jenkins,27.0,14.282745364224295,Percent
14,7,Maria Menounos,28.5,14.282745364224327,Percent
14,7,Melissa Gilbert,23.5,14.83809571750458,Percent
14,7,Roshon Fegan,26.0,14.282745364224356,Percent
14,7,William Levy,26.5,14.282745364224414,Percent
14,8,Donald Driver,27.5,16.664572834437486,Percent
14,8,Katherine Jenkins,27.5,16.664572834437493,Percent
14,8,Maria Menounos,26.5,17.12958930130547,Percent
14,8,Melissa Gilbert,25.5,16.664548989770857,Percent
14,8,Roshon Fegan,28.0,16.21215810864492,Percent
14,8,William Levy,28.5,16.66455793140377,Percent
14,9,Donald Driver,28.5,25.14639229073934,Percent
14,9,Katherine Jenkins,28.0,25.581174899434995,Percent
14,9,Maria Menounos,29.5,24.276827073348034,Percent
14,9,William Levy,29.0,24.995605736477632,Percent
14,10,Donald Driver,29.666600000000003,33.33333333333333,Percent
14,10,Katherine Jenkins,30.0,33.33333333333333,Percent
