season,week,method,n_candidates,n_eliminated,eliminated,constraint_satisfied,violation_count,margin_min,margin_avg,pairwise_total,pairwise_violated,pairwise_violation_rate
31,4,Hybrid Bottom-2 (S28+),13,1,Sam Champion,1,0,1.0,1.0,12,0,0.0
31,5,Hybrid Bottom-2 (S28+),12,1,Joseph Baena,1,0,3.0,3.0,11,0,0.0
31,6,Hybrid Bottom-2 (S28+),10,1,Jessie James Decker,1,0,5.0,5.0,9,0,0.0
31,7,Hybrid Bottom-2 (S28+),9,1,Jordin Sparks,1,0,3.0,3.0,8,0,0.0
31,8,Hybrid Bottom-2 (S28+),8,2,"Heidi D'Amelio, Vinny Guadagnino",0,2,-5.0,-1.0,12,1,0.08333333333333333
31,9,Hybrid Bottom-2 (S28+),6,2,"Trevor Donovan, Daniel Durant",0,1,-2.0,0.0,8,0,0.0
32,1,Hybrid Bottom-2 (S28+),14,1,Matt Walsh,1,0,3.0,3.0,13,0,0.0
32,2,Hybrid Bottom-2 (S28+),13,1,Jamie Lynn Spears,1,0,0.0,0.0,12,0,0.0
32,3,Hybrid Bottom-2 (S28+),12,1,Tyson Beckford,1,0,0.0,0.0,11,0,0.0
32,4,Hybrid Bottom-2 (S28+),11,1,Adrian Peterson,1,0,0.0,0.0,10,0,0.0
32,5,Hybrid Bottom-2 (S28+),10,1,Mira Sorvino,1,0,5.0,5.0,9,0,0.0
32,6,Hybrid Bottom-2 (S28+),9,1,Mauricio Umansky,1,0,0.0,0.0,8,0,0.0
32,7,Hybrid Bottom-2 (S28+),8,1,Lele Pons,0,1,-3.0,-3.0,7,1,0.14285714285714285
32,8,Hybrid Bottom-2 (S28+),7,1,Barry Williams,1,0,3.0,3.0,6,0,0.0
32,9,Hybrid Bottom-2 (S28+),6,1,Harry Jowsey,0,1,-1.0,-1.0,5,1,0.2
33,2,Hybrid Bottom-2 (S28+),13,2,"Tori Spelling, Anna Delvey",0,1,-1.0,0.0,22,0,0.0
33,3,Hybrid Bottom-2 (S28+),11,2,"Eric Roberts, Reginald VelJohnson",1,0,0.0,0.0,18,0,0.0
33,4,Hybrid Bottom-2 (S28+),9,1,Brooks Nader,0,1,-1.0,-1.0,8,1,0.125
33,5,Hybrid Bottom-2 (S28+),8,1,Phaedra Parks,1,0,1.0,1.0,7,0,0.0
33,6,Hybrid Bottom-2 (S28+),7,1,Jenn Tran,1,0,1.0,1.0,6,0,0.0
33,7,Hybrid Bottom-2 (S28+),6,1,Dwight Howard ,1,0,5.0,5.0,5,0,0.0
34,2,Hybrid Bottom-2 (S28+),14,2,"Corey Feldman, Baron Davis",0,1,-1.0,0.0,24,0,0.0
34,3,Hybrid Bottom-2 (S28+),12,1,Lauren Jauregui,1,0,2.0,2.0,11,0,0.0
34,4,Hybrid Bottom-2 (S28+),11,1,Hilaria Baldwin,0,2,-2.0,-2.0,10,2,0.2
34,6,Hybrid Bottom-2 (S28+),10,1,Scott Hoying,1,0,0.0,0.0,9,0,0.0
34,7,Hybrid Bottom-2 (S28+),9,1,Jen Affleck,1,0,2.0,2.0,8,0,0.0
34,8,Hybrid Bottom-2 (S28+),8,1,Danielle Fishel,1,0,5.0,5.0,7,0,0.0
34,9,Hybrid Bottom-2 (S28+),7,1,Andy Richter,0,2,-2.0,-2.0,6,2,0.3333333333333333
34,10,Hybrid Bottom-2 (S28+),6,1,Whitney Leavitt,1,0,0.0,0.0,5,0,0.0
